ann_acc0,ann_acc1,ann_acc2,ann_acc3,ann_acc4,ann_acc5,ann_acc6,ann_acc7,ann_acc8,ann_acc9,ann_flop0,ann_flop1,ann_flop2,ann_flop3,ann_flop4,ann_flop5,ann_flop6,ann_flop7,ann_flop8,ann_flop9
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.3888888888888889,0.4166666666666667,0.4166666666666667,0.3888888888888889,0.3888888888888889,0.4166666666666667,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.4166666666666667,0.4166666666666667,0.4444444444444444,0.3888888888888889,0.3888888888888889,0.5277777777777778,0.4166666666666667,0.3888888888888889,0.3888888888888889,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.4444444444444444,0.5555555555555556,0.5277777777777778,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.5277777777777778,0.3888888888888889,0.4166666666666667,0.3888888888888889,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.5277777777777778,0.6111111111111112,0.6388888888888888,0.4722222222222222,0.4166666666666667,0.6388888888888888,0.6111111111111112,0.4166666666666667,0.4722222222222222,0.4166666666666667,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.6388888888888888,0.6666666666666666,0.6388888888888888,0.5555555555555556,0.5555555555555556,0.6388888888888888,0.6388888888888888,0.5,0.6111111111111112,0.5833333333333334,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.7222222222222222,0.8333333333333334,0.6666666666666666,0.6388888888888888,0.6388888888888888,0.6111111111111112,0.6944444444444444,0.7222222222222222,0.6388888888888888,0.6388888888888888,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.8888888888888888,0.8611111111111112,0.75,0.6388888888888888,0.6388888888888888,0.8333333333333334,0.8888888888888888,0.8611111111111112,0.8333333333333334,0.7777777777777778,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
0.9166666666666666,0.8888888888888888,0.8611111111111112,0.6666666666666666,0.7222222222222222,0.8611111111111112,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8888888888888888,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285
